Word,KL_Divergence,Max_Index,Max_elementwise_KL
pose,0.036833807826042175,"('outdoors', 'man-made', 'transportation_urban')",0.024152573198080063
look,0.015582037158310413,"('outdoors', 'man-made', 'transportation_urban')",0.022141268476843834
picture,0.02896057814359665,"('outdoors', 'man-made', 'transportation_urban')",0.022012602537870407
sit,0.03915844485163689,"('outdoors', 'man-made', 'transportation_urban')",0.02160368300974369
surround,0.023465599864721298,"('outdoors', 'man-made', 'transportation_urban')",0.021297072991728783
hold,0.019242791458964348,"('outdoors', 'man-made', 'transportation_urban')",0.019010093063116074
take,0.031054798513650894,"('outdoors', 'man-made', 'transportation_urban')",0.015211964957416058
wear,0.005899185314774513,"('outdoors', 'man-made', 'transportation_urban')",0.013194807805120945
ensure,-1.3784740460209832e-08,"('indoors', 'man-made', 'work_education')",-7.897223430752831e-10
bury,-1.3784740460209832e-08,"('indoors', 'man-made', 'work_education')",-7.897223430752831e-10
value,-1.3784740460209832e-08,"('indoors', 'man-made', 'work_education')",-7.897223430752831e-10
oppose,-1.3784740460209832e-08,"('indoors', 'man-made', 'work_education')",-7.897223430752831e-10
